## 1. Normalization Assumptions

**A1. Interval construction (two-stage, in the prescribed order).**
Recorded value → (stage 1: resolution) → clock-time interval [c_lo, c_hi] on the source's own clock → (stage 2: clock correction) → true-time interval. With `clock_offset = recorded − true ∈ [a, b]`, the true time is `recorded − offset`, so

  true ∈ [c_lo − b, c_hi − a].

Note the direction: the *upper* offset bound shifts the *lower* end of the true-time interval and vice versa. Every endpoint is treated as attainable (closed interval); the "…:59.999" endpoint of a floored minute is written as such and treated as closed for classification (the 1 ms difference never crosses any threshold used here).

**A2. Resolution semantics per source.**
- HUB: displayed second is exact but has ±0.5 s measurement uncertainty → clock ∈ [T−0.5 s, T+0.5 s]; with offset [−1,+1] s the true interval is [T−1.5 s, T+1.5 s] (half-width 1.5 s).
- OPS-BER: floor to minute → clock ∈ [M:00.000, M:59.999]; offset [−90,+120] s → true ∈ [M − 120 s, M + 59.999 s + 90 s] = [M − 2:00, M + 2:29.999].
- SENSOR: round to nearest 10 s → clock ∈ [X−5, X+5]; offset ±5 s → true ∈ [X−10 s, X+10 s]. The event is a *completion* event, so it is the correct anchor for `Containment_Complete`.
- VENDOR-NY: floor to minute; offset ±180 s → true ∈ [M − 3:00, M + 3:59.999].
- LEGACY-BER: floor to minute; offset ±60 s → true ∈ [M − 1:00, M + 1:59.999], per fold.
- MOBILE-LON: round to nearest minute → clock ∈ [M−30 s, M+30 s]; offset ±300 s → true ∈ [M − 5:30, M + 5:30] before any entry-delay treatment.

**A3. Time-zone conversion.** Local wall time is converted to UTC *before* offset correction using IANA rules: Europe/Berlin CEST = UTC+2 (T-401, T-402, T-409), America/New_York EDT = UTC−4 (T-403), Europe/London BST = UTC+1 (T-406). Endpoints of a sub-minute interval always lie in the same fold, so endpoints are converted with the same UTC offset.

**A4. DST fold (T-405).** On 2025-10-26 Europe/Berlin leaves CEST at 03:00 CEST → 02:00 CET, so wall times 02:00–02:59 occur twice: first fold (CEST, UTC+2) maps 02:xx → 00:xx UTC, second fold (CET, UTC+1) maps 02:xx → 01:xx UTC. Each LEGACY-BER event is therefore initially a *union of two disjoint intervals*, one per fold. The three events give 2³ = 8 fold combinations. Ingestion order (Alert_Received < Investigation_Start < Containment_Complete) is assumed to reflect true occurrence order (a substantive assumption: ingestion is a proxy for occurrence). A combination is kept only if each consecutive pair can be ordered (lower bound of the earlier event < upper bound of the later event). The same pruning result is obtained from process causality alone (an alert must be received before investigation starts, which precedes containment), so the pruning is robust to either justification. Surviving timestamps keep their full 3-minute width; pruning removes folds, not uncertainty.

**A5. Inferred start (T-404).** `Investigation_Start = Investigation_Complete − duration` with duration ∈ [18, 25] min from the signed work record, interpreted as elapsed time between start and completion, bounds inclusive, and the work record itself treated as exact-to-the-minute (no additional rounding is stated). All HUB uncertainty on `Investigation_Complete` is propagated: IS ∈ [IC_lo − 25 min, IC_hi − 18 min].

**A6. Missing Alert_Received (T-407).** `Alert_Received = Alert_Sent + latency`, latency ∈ [0, 20] min. The causal constraint "receipt ≤ investigation start" is applied as the primary semantics because the process definition requires it; it clips AR's upper bound to IS's upper bound (14:17:01.5Z). Without it, AR could lie after IS and the pair AR→IS would not exist as an ordered pair (negative durations), which I classify INDETERMINATE for semantic reasons rather than as a pass. Because there is no acknowledgement, receipt itself is not proven; conclusions for T-407 are conditional on receipt having occurred and carry low confidence.

**A7. Mobile entry delay (T-406).** Two interpretations are carried through the whole analysis:
- Interpretation A (recording delay only): the user entered the correct occurrence time late; the delay shifts the log-write time, not the occurrence. Occurrence ∈ [12:08:30Z, 12:19:30Z].
- Interpretation B (occurrence uncertainty): the user entered the time *displayed at entry*, up to 5 min after the actual start; the occurrence may be up to 300 s earlier than the recorded value. Occurrence ∈ [12:03:30Z, 12:19:30Z].
Interpretation A is used as primary (the metadata literally says the user entered "the displayed time … late"; the recorded time is what the user saw), but B is reported everywhere it changes a classification, and it does change S2 for T-406.

**A8. Weak offset evidence (T-409).** NTP diagnostics for OPS-BER are missing for this hour. The engineering estimate ±12 min is *not* a diagnostic bound. Primary treatment: any test whose outcome depends on the OPS-BER offset is INDETERMINATE, with conditional results reported under (i) the weak ±720 s estimate and (ii) the nominal OPS-BER bound [−90,+120] s (not justified for this hour, shown only for sensitivity). Tests whose outcome is the same under both, or that do not involve the OPS-BER event, are classified normally.

**A9. Duration intervals.** For events A (earlier) and B (later), the feasible duration is [B_lo − A_hi, B_hi − A_lo]. Offsets of different events are treated as independent even when they come from the same source (conservative). A common-mode remark: when two events come from the same clock within minutes of each other, the offset largely cancels and only resolution uncertainty remains; this tightens T-405 and HUB–HUB pairs. It is reported as a secondary variant where it changes a class (T-405 AR→IS under ζ = 1), never as the primary result.

**A10. Classification semantics.** SLA acceptance region is [0, limit + tolerance] (a negative duration is not an S-rule violation but signals that the ordering is not established → INDETERMINATE unless a causal constraint is applied). Temporal-profile acceptance is the closed two-sided band [μ − ζσ, μ + ζσ]. Interval wholly inside → CERTAIN_PASS; wholly outside → CERTAIN_VIOLATION; partial overlap → POSSIBLE_VIOLATION; missing event, ordering not established, or class dependent on an untrusted bound → INDETERMINATE. Unions of disjoint intervals are tested piecewise and combined (any pass + any violation → POSSIBLE).

**A11. Severity and confidence scales.** Severity: Low (worst-case exceedance < 1 min or a razor-thin overlap of a few seconds), Medium (1–10 min), High (> 10 min, or > 1 h for S3). Confidence: High (only HUB events, bounds from diagnostics), Medium (bounded non-HUB sources such as OPS-BER/SENSOR/VENDOR-NY/LEGACY-BER with fold resolved), Low (inferred events, mobile entry, or offset without diagnostics).

## 2. UTC Event-Time Intervals

Case | Activity | Feasible UTC interval(s) | Source of uncertainty | Evidence strength | Notes
---|---|---|---|---|---
T-401 | Alert_Received | [2026-06-01T07:59:58.5Z, 2026-06-01T08:00:01.5Z] | HUB ±0.5 s meas., ±1 s offset | High | —
T-401 | Investigation_Start | [2026-06-01T08:12:00.000Z, 2026-06-01T08:16:29.999Z] | 10:14 CEST floored minute; OPS-BER offset [−90,+120] s | Medium | Width 4.5 min
T-401 | Containment_Complete | [2026-06-01T08:51:00Z, 2026-06-01T08:51:20Z] | SENSOR 10 s rounding; ±5 s offset | Medium-High | Completion semantics match activity
T-401 | Close_Incident | [2026-06-02T08:59:58.5Z, 2026-06-02T09:00:01.5Z] | HUB | High | —
T-402 | Alert_Received | [2026-06-01T08:59:58.5Z, 2026-06-01T09:00:01.5Z] | HUB | High | —
T-402 | Investigation_Start | [2026-06-01T09:16:00.000Z, 2026-06-01T09:20:29.999Z] | 11:18 CEST floored; OPS-BER offset | Medium | —
T-402 | Containment_Complete | [2026-06-01T10:01:58.5Z, 2026-06-01T10:02:01.5Z] | HUB | High | —
T-402 | Close_Incident | missing | — | None | S3 and CC→CI not testable
T-403 | Alert_Received | [2026-06-01T07:57:00.000Z, 2026-06-01T08:03:59.999Z] | 04:00 EDT floored; VENDOR-NY ±180 s, no event-level sync | Low-Medium | Width 7 min
T-403 | Investigation_Start | [2026-06-01T08:15:58.5Z, 2026-06-01T08:16:01.5Z] | HUB | High | —
T-403 | Containment_Complete | [2026-06-01T08:57:58.5Z, 2026-06-01T08:58:01.5Z] | HUB | High | —
T-404 | Alert_Received | [2026-06-01T09:59:58.5Z, 2026-06-01T10:00:01.5Z] | HUB | High | —
T-404 | Investigation_Complete | [2026-06-01T10:34:58.5Z, 2026-06-01T10:35:01.5Z] | HUB | High | Not a profile/SLA activity; anchor for inference
T-404 | Investigation_Start (inferred) | [2026-06-01T10:09:58.5Z, 2026-06-01T10:17:01.5Z] | HUB on IC plus signed duration [18,25] min | Medium (inferred) | Width 7:03; A5
T-404 | Containment_Complete | [2026-06-01T10:54:58.5Z, 2026-06-01T10:55:01.5Z] | HUB | High | —
T-405 | Alert_Received | before pruning: [2025-10-26T00:49:00Z, 00:51:59.999Z] ∪ [01:49:00Z, 01:51:59.999Z]; surviving: [2025-10-26T00:49:00.000Z, 2025-10-26T00:51:59.999Z] | Floored minute, ±60 s, DST fold | Medium (fold by inference) | Only first fold (CEST) survives ordering (A4)
T-405 | Investigation_Start | before pruning: [00:04:00Z, 00:06:59.999Z] ∪ [01:04:00Z, 01:06:59.999Z]; surviving: [2025-10-26T01:04:00.000Z, 2025-10-26T01:06:59.999Z] | Same | Medium | Only second fold (CET) survives
T-405 | Containment_Complete | before pruning: [00:41:00Z, 00:43:59.999Z] ∪ [01:41:00Z, 01:43:59.999Z]; surviving: [2025-10-26T01:41:00.000Z, 2025-10-26T01:43:59.999Z] | Same | Medium | Only second fold survives; 1 of 8 combinations feasible
T-406 | Alert_Received | [2026-06-01T11:59:58.5Z, 2026-06-01T12:00:01.5Z] | HUB | High | —
T-406 | Investigation_Start | A: [2026-06-01T12:08:30Z, 2026-06-01T12:19:30Z]; B: [2026-06-01T12:03:30Z, 2026-06-01T12:19:30Z] | 13:14 BST rounded minute; ±300 s clock; entry delay ≤ 5 min | Low | A = delay shifts record time only; B = delay is occurrence uncertainty (A7)
T-406 | Containment_Complete | [2026-06-01T12:51:58.5Z, 2026-06-01T12:52:01.5Z] | HUB | High | —
T-407 | Alert_Sent | [2026-06-01T13:59:58.5Z, 2026-06-01T14:00:01.5Z] | HUB | High | Not the SLA anchor
T-407 | Alert_Received (inferred) | without causal clip: [2026-06-01T13:59:58.5Z, 2026-06-01T14:20:01.5Z]; with AR ≤ IS: [2026-06-01T13:59:58.5Z, 2026-06-01T14:17:01.5Z] | Latency [0,20] min; no acknowledgement | Low | Receipt not proven (A6)
T-407 | Investigation_Start | [2026-06-01T14:16:58.5Z, 2026-06-01T14:17:01.5Z] | HUB | High | —
T-407 | Containment_Complete | [2026-06-01T14:54:58.5Z, 2026-06-01T14:55:01.5Z] | HUB | High | —
T-408 | Alert_Received | [2026-06-01T14:59:58.5Z, 2026-06-01T15:00:01.5Z] | HUB | High | —
T-408 | Investigation_Start | [2026-06-01T15:09:58.5Z, 2026-06-01T15:10:01.5Z] | HUB | High | —
T-408 | Containment_Complete | [2026-06-01T16:04:58.5Z, 2026-06-01T16:05:01.5Z] | HUB | High | —
T-408 | Close_Incident | [2026-06-03T06:29:58.5Z, 2026-06-03T06:30:01.5Z] | HUB | High | —
T-409 | Alert_Received | [2026-06-01T15:59:58.5Z, 2026-06-01T16:00:01.5Z] | HUB | High | —
T-409 | Investigation_Start | weak ±12 min estimate: [2026-06-01T15:52:00.000Z, 2026-06-01T16:16:59.999Z]; nominal OPS-BER bound (not justified): [16:02:00.000Z, 16:06:29.999Z] | 18:04 CEST floored; offset without diagnostics | Low | Interval starts before Alert_Received under the weak bound (A8)
T-409 | Containment_Complete | [2026-06-01T16:34:58.5Z, 2026-06-01T16:35:01.5Z] | HUB | High | —

## 3. Certain/Possible/Indeterminate Findings

Acceptance regions: S1 [0, 900 s]; S2 [0, 2700 s]; S3 [0, 129600 s]. Temporal-profile bands are given for ζ = 1 (ζ = 2, 3 in Section 4). AR = Alert_Received, IS = Investigation_Start, CC = Containment_Complete, CI = Close_Incident. Durations in seconds.

Case | Rule or profile pair | Feasible duration interval(s) | Acceptance region | Classification | Severity | Confidence | Rationale
---|---|---|---|---|---|---|---
T-401 | S1 (AR→IS) | [718.5, 991.5] | [0, 900] | POSSIBLE_VIOLATION | Low-Medium (worst case +91.5 s) | Medium | Straddles 15 min; violation requires OPS-BER clock fast by > ~30 s plus late floor position
T-401 | S2 (IS→CC) | [2070.0, 2360.0] | [0, 2700] | CERTAIN_PASS | — | Medium | Margin ≥ 340 s
T-401 | S3 (CC→CI) | [86918.5, 86941.5] | [0, 129600] | CERTAIN_PASS | — | High | ≈ 24 h 9 min, far under 36 h
T-401 | TP AR→IS (600,180) ζ=1 | [718.5, 991.5] | [420, 780] | POSSIBLE_VIOLATION | Low | Medium | Overlap only in [718.5, 780]
T-401 | TP IS→CC (2100,600) ζ=1 | [2070.0, 2360.0] | [1500, 2700] | CERTAIN_PASS | — | Medium | Wholly inside
T-401 | TP AR→CC (2700,720) ζ=1 | [3058.5, 3081.5] | [1980, 3420] | CERTAIN_PASS | — | High | Narrow interval (SENSOR+HUB), inside
T-401 | TP CC→CI (86400,21600) ζ=1 | [86918.5, 86941.5] | [64800, 108000] | CERTAIN_PASS | — | High | Inside
T-402 | S1 (AR→IS) | [958.5, 1231.5] | [0, 900] | CERTAIN_VIOLATION | Medium (min exceedance 58.5 s, max 331.5 s) | Medium | Even the fastest feasible OPS-BER clock leaves IS ≥ 15:58.5 after AR
T-402 | S2 (IS→CC) | [2488.5, 2761.5] | [0, 2700] | POSSIBLE_VIOLATION | Low (max +61.5 s) | Medium | Straddles 45 min
T-402 | S3 | n/a (Close_Incident missing) | [0, 129600] | INDETERMINATE | — | — | Missing activity evidence
T-402 | TP AR→IS ζ=1 | [958.5, 1231.5] | [420, 780] | CERTAIN_VIOLATION | Medium | Medium | Wholly above band
T-402 | TP IS→CC ζ=1 | [2488.5, 2761.5] | [1500, 2700] | POSSIBLE_VIOLATION | Low | Medium | Partial overlap above
T-402 | TP AR→CC ζ=1 | [3717.0, 3723.0] | [1980, 3420] | CERTAIN_VIOLATION | Medium (≈ +5 min) | High | HUB–HUB pair, wholly above
T-402 | TP CC→CI | n/a | — | INDETERMINATE | — | — | Missing Close_Incident
T-403 | S1 (AR→IS) | [718.5, 1141.5] | [0, 900] | POSSIBLE_VIOLATION | Medium (max +241.5 s) | Low-Medium | 7-min-wide VENDOR-NY alert interval dominates
T-403 | S2 (IS→CC) | [2517.0, 2523.0] | [0, 2700] | CERTAIN_PASS | — | High | HUB–HUB, margin ≥ 177 s
T-403 | S3 | n/a | — | INDETERMINATE | — | — | Missing Close_Incident
T-403 | TP AR→IS ζ=1 | [718.5, 1141.5] | [420, 780] | POSSIBLE_VIOLATION | Medium | Low-Medium | Partial overlap
T-403 | TP IS→CC ζ=1 | [2517.0, 2523.0] | [1500, 2700] | CERTAIN_PASS | — | High | Inside
T-403 | TP AR→CC ζ=1 | [3238.5, 3661.5] | [1980, 3420] | POSSIBLE_VIOLATION | Low-Medium | Low-Medium | Partial overlap above 3420
T-404 | S1 (AR→IS inferred) | [597.0, 1023.0] | [0, 900] | POSSIBLE_VIOLATION | Medium (max +123 s) | Medium (inferred) | Violation iff investigation lasted < ~20 min; pass iff ≥ ~20 min; work record cannot tell
T-404 | S2 (IS→CC inferred) | [2277.0, 2703.0] | [0, 2700] | POSSIBLE_VIOLATION | Low (max +3 s, razor-thin) | Medium (inferred) | Only violated if duration ≈ 25 min and both HUB clocks at extreme; practically a pass
T-404 | S3 | n/a | — | INDETERMINATE | — | — | Missing Close_Incident
T-404 | TP AR→IS ζ=1 | [597.0, 1023.0] | [420, 780] | POSSIBLE_VIOLATION | Medium | Medium | Partial overlap
T-404 | TP IS→CC ζ=1 | [2277.0, 2703.0] | [1500, 2700] | POSSIBLE_VIOLATION | Low (3 s) | Medium | Razor-thin
T-404 | TP AR→CC ζ=1 | [3297.0, 3303.0] | [1980, 3420] | CERTAIN_PASS | — | High | HUB–HUB, inside
T-405 | S1 (AR→IS) | [720.0, 1080.0) (independent offsets); common-mode variant (840, 960) | [0, 900] | POSSIBLE_VIOLATION | Medium (max +180 s; +60 s common-mode) | Medium (conditional on fold pruning) | 15-min nominal gap straddles limit under both offset treatments
T-405 | S2 (IS→CC) | [2040.0, 2400.0) | [0, 2700] | CERTAIN_PASS | — | Medium | Margin ≥ 300 s
T-405 | S3 | n/a | — | INDETERMINATE | — | — | Missing Close_Incident
T-405 | TP AR→IS ζ=1 | [720.0, 1080.0); common-mode (840, 960) | [420, 780] | POSSIBLE_VIOLATION (independent); CERTAIN_VIOLATION under common-mode | Low-Medium | Medium | Under common-mode offset the whole interval lies above 780
T-405 | TP IS→CC ζ=1 | [2040.0, 2400.0) | [1500, 2700] | CERTAIN_PASS | — | Medium | Inside
T-405 | TP AR→CC ζ=1 | [2940.0, 3300.0) | [1980, 3420] | CERTAIN_PASS | — | Medium | Inside
T-406 | S1 (AR→IS) | A: [508.5, 1171.5]; B: [208.5, 1171.5] | [0, 900] | POSSIBLE_VIOLATION | Medium (max +271.5 s) | Low | ±5.5 min mobile interval spans the limit under both interpretations
T-406 | S2 (IS→CC) | A: [1948.5, 2611.5]; B: [1948.5, 2911.5] | [0, 2700] | CERTAIN_PASS under A; POSSIBLE_VIOLATION under B | Low-Medium (B max +211.5 s) | Low | Entry-delay interpretation is decisive
T-406 | S3 | n/a | — | INDETERMINATE | — | — | Missing Close_Incident
T-406 | TP AR→IS ζ=1 | A: [508.5, 1171.5]; B: [208.5, 1171.5] | [420, 780] | POSSIBLE_VIOLATION | Medium | Low | Under B both low-side and high-side deviation are feasible
T-406 | TP IS→CC ζ=1 | A: [1948.5, 2611.5]; B: [1948.5, 2911.5] | [1500, 2700] | CERTAIN_PASS (A); POSSIBLE_VIOLATION (B) | Low | Low | —
T-406 | TP AR→CC ζ=1 | [3117.0, 3123.0] | [1980, 3420] | CERTAIN_PASS | — | High | HUB–HUB; independent of the mobile record
T-407 | S1 (AR inferred→IS) | with AR ≤ IS: [0.0, 1023.0]; without: [−183.0, 1023.0] | [0, 900] | POSSIBLE_VIOLATION (causal semantics); INDETERMINATE without causal assumption | Medium (max +123 s) | Low | Violation iff delivery latency < ~2 min; no receipt evidence at all
T-407 | S2 (IS→CC) | [2277.0, 2283.0] | [0, 2700] | CERTAIN_PASS | — | High | HUB–HUB
T-407 | S3 | n/a | — | INDETERMINATE | — | — | Missing Close_Incident
T-407 | TP AR→IS ζ=1 | [0.0, 1023.0] | [420, 780] | POSSIBLE_VIOLATION | Medium | Low | Overlaps band on both sides
T-407 | TP IS→CC ζ=1 | [2277.0, 2283.0] | [1500, 2700] | CERTAIN_PASS | — | High | Inside
T-407 | TP AR→CC ζ=1 | [2277.0, 3303.0] (causal) / [2097.0, 3303.0] (no causal) | [1980, 3420] | CERTAIN_PASS | — | Medium | Inside under both variants
T-408 | S1 (AR→IS) | [597.0, 603.0] | [0, 900] | CERTAIN_PASS | — | High | —
T-408 | S2 (IS→CC) | [3297.0, 3303.0] | [0, 2700] | CERTAIN_VIOLATION | High (≈ +10 min) | High | 55 min vs 45 min limit
T-408 | S3 (CC→CI) | [138297.0, 138303.0] | [0, 129600] | CERTAIN_VIOLATION | High (≈ +2 h 25 min) | High | 38 h 25 min vs 36 h
T-408 | TP AR→IS ζ=1 | [597.0, 603.0] | [420, 780] | CERTAIN_PASS | — | High | At the mean
T-408 | TP IS→CC ζ=1 | [3297.0, 3303.0] | [1500, 2700] | CERTAIN_VIOLATION | Medium | High | ≈ 2σ above mean
T-408 | TP AR→CC ζ=1 | [3897.0, 3903.0] | [1980, 3420] | CERTAIN_VIOLATION | Medium | High | ≈ 1.67σ above mean
T-408 | TP CC→CI ζ=1 | [138297.0, 138303.0] | [64800, 108000] | CERTAIN_VIOLATION | High | High | ≈ 2.4σ above mean
T-409 | S1 (AR→IS) | weak bound: [−481.5, 1021.5] ([0, 1021.5] if AR ≤ IS imposed); nominal bound: [118.5, 391.5] | [0, 900] | INDETERMINATE | — (conditional: POSSIBLE under weak bound, CERTAIN_PASS under nominal) | Low | Offset evidence absent; the two candidate bounds yield different classes and the weak bound does not even fix event order
T-409 | S2 (IS→CC) | weak bound: [1078.5, 2581.5]; nominal: [1708.5, 1981.5] | [0, 2700] | CERTAIN_PASS | — | Medium | Passes under both offset hypotheses (margin ≥ 118.5 s even at ±12 min)
T-409 | S3 | n/a | — | INDETERMINATE | — | — | Missing Close_Incident
T-409 | TP AR→IS ζ=1 | weak: [−481.5, 1021.5]; nominal: [118.5, 391.5] | [420, 780] | INDETERMINATE | — (nominal bound would give CERTAIN_VIOLATION on the low side; weak gives POSSIBLE) | Low | Class flips with the offset hypothesis
T-409 | TP IS→CC ζ=1 | weak: [1078.5, 2581.5]; nominal: [1708.5, 1981.5] | [1500, 2700] | POSSIBLE_VIOLATION (weak) / CERTAIN_PASS (nominal) → reported as POSSIBLE_VIOLATION | Low | Low | Low-side deviation feasible only if OPS-BER was > ~10 min slow
T-409 | TP AR→CC ζ=1 | [2097.0, 2103.0] | [1980, 3420] | CERTAIN_PASS | — | High | HUB–HUB; independent of OPS-BER

Summary of certain findings: T-402 violates S1 and the AR→IS / AR→CC profile bands at ζ = 1 with certainty; T-408 violates S2 and S3 with certainty and, at ζ = 1, three profile pairs. Every other S1 outcome except T-408 (pass) and T-409 (indeterminate) is a possible violation: the S1 limit of 15 min sits inside the feasible window of T-401, T-403, T-404, T-405, T-406, T-407.

## 4. Sensitivity Analysis

**4a. SLA tolerance (limit + 0 / +2 / +5 min).** Only cases whose class changes are listed; all other classes from Section 3 are unchanged at all tolerances (e.g., T-408 S2 [3297, 3303] remains a CERTAIN_VIOLATION even at +5 min = 3000 s, and T-408 S3 needs +2 h 25 min to pass).

Case | Rule | Feasible duration | +0 min | +2 min (limit 1020 / 2820 / 129720) | +5 min (1200 / 3000 / 129900)
---|---|---|---|---|---
T-401 | S1 | [718.5, 991.5] | POSSIBLE | CERTAIN_PASS | CERTAIN_PASS
T-402 | S1 | [958.5, 1231.5] | CERTAIN_VIOLATION | POSSIBLE | POSSIBLE (upper 1231.5 > 1200)
T-402 | S2 | [2488.5, 2761.5] | POSSIBLE | CERTAIN_PASS | CERTAIN_PASS
T-403 | S1 | [718.5, 1141.5] | POSSIBLE | POSSIBLE | CERTAIN_PASS
T-404 | S1 | [597.0, 1023.0] | POSSIBLE | POSSIBLE (3 s over 1020) | CERTAIN_PASS
T-404 | S2 | [2277.0, 2703.0] | POSSIBLE (3 s) | CERTAIN_PASS | CERTAIN_PASS
T-405 | S1 | [720, 1080) / common-mode (840, 960) | POSSIBLE | POSSIBLE (common-mode: CERTAIN_PASS) | CERTAIN_PASS
T-406 | S1 | A [508.5, 1171.5], B [208.5, 1171.5] | POSSIBLE | POSSIBLE | CERTAIN_PASS
T-406 | S2 | A [1948.5, 2611.5] / B [1948.5, 2911.5] | A PASS / B POSSIBLE | A PASS / B POSSIBLE | CERTAIN_PASS under both
T-407 | S1 | [0, 1023] | POSSIBLE | POSSIBLE (3 s) | CERTAIN_PASS
