# Uncertain Temporal Conformance Analysis — Incident Response (T-401 … T-409)

## 1. Normalization Assumptions

**A1 — Interval semantics.** Every event is represented as a closed interval of *true UTC occurrence time*, never as a point. Where evidence forces disjunction (DST fold), the representation is a **union of intervals** and is kept disjoint until a constraint eliminates a branch.

**A2 — Order of operations (mandated).** For each event:
1. **Display/resolution expansion** on the *recorded clock reading* (floor-to-minute → `[t, t+59.999s]`; round-to-nearest-10s → `[t−5s, t+5s]`; round-to-nearest-minute → `[t−30s, t+30s]`; HUB exact-second with ±0.5 s measurement → `[t−0.5s, t+0.5s]`).
2. **Time-zone conversion** of the local clock-reading interval to a UTC *clock* interval using the stated zone/offset (CEST = UTC+2, CET = UTC+1, EDT = UTC−4, BST = UTC+1).
3. **Clock-offset correction**, applied last.

**A3 — Offset direction.** `clock_offset = recorded_clock − true_clock` ⇒ `true = recorded − offset`. With `offset ∈ [a,b]` and a recorded-clock interval `[r⁻, r⁺]`, the feasible true-time interval is
`[r⁻ − b, r⁺ − a]`.
Note the inversion: a **positive** offset bound widens the interval **backwards** in time. Example: OPS-BER `[−90 s, +120 s]` on `10:14` CEST → UTC clock `[08:14:00, 08:14:59.999]` → true `[08:12:00.000, 08:16:29.999]`.

**A4 — Duration arithmetic.** For events with feasible intervals `X=[x⁻,x⁺]`, `Y=[y⁻,y⁺]`, the feasible duration is `[y⁻ − x⁺, y⁺ − x⁻]` (interval subtraction), computed **independently per pair** unless a constraint couples them (see A5, A7). Where two events come from the same source with a *common* offset, this is conservative (it double-counts the shared offset); I flag those cases rather than silently assuming offset correlation. All HUB-to-HUB durations below therefore carry a ±3 s envelope (±0.5 s resolution + ±1 s offset, twice); I keep it because HUB offset correlation is not documented.

**A5 — Causal/ordering constraints.** Recorded ingestion order and control-flow logic (`Alert_Received ≤ Investigation_Start ≤ Containment_Complete ≤ Close_Incident`) are used to *prune* infeasible combinations (T-405 folds; T-407 receipt; T-409 negative duration). Pruning is stated explicitly wherever it changes a classification, because it is an assumption, not a log fact.

**A6 — DST fold (T-405, 2025-10-26 Europe/Berlin).** Each `02:mm` local reading is a **union**: fold-1 (CEST, UTC+2) ∪ fold-2 (CET, UTC+1), i.e. two candidate UTC intervals one hour apart. Ingestion order then prunes:
- `Alert 02:50` fold-1 → UTC ≈ 00:49–00:52; fold-2 → 01:49–01:52.
- `IS 02:05` fold-1 → 00:04–00:07; fold-2 → 01:04–01:07.
- `CC 02:42` fold-1 → 00:41–00:44; fold-2 → 01:41–01:44.
If Alert were fold-2 (≥01:49) no later IS candidate exists (max 01:07) → **infeasible**. Hence Alert = fold-1, and IS must be fold-2 (fold-1 IS precedes Alert) and CC fold-2. **Exactly one fold assignment survives**, but the surviving timestamps remain minute-floored and offset-uncertain — pruning removes ambiguity, not imprecision.

**A7 — Inferred start (T-404).** `Investigation_Start = Investigation_Complete − duration`, with `Investigation_Complete ∈ [10:34:58.5, 10:35:01.5]` and `duration ∈ [1080 s, 1500 s]`. All uncertainty is retained: `IS ∈ [10:09:58.5, 10:17:01.5]` (a 7-minute-wide interval). The signed work record is treated as attested but coarse evidence, not a measurement.

**A8 — Missing receipt (T-407).** `Alert_Sent ≠ Alert_Received`. Receipt = send + latency, latency ∈ [0, 1200 s] ⇒ unconstrained receipt ∈ [13:59:58.5, 14:20:01.5]. This interval **extends past** `Investigation_Start` (14:17:00 ±1.5 s), which would imply a negative S1 duration. Two readings:
- **Primary (causal pruning ON):** receipt ≤ IS ⇒ receipt ∈ [13:59:58.5, 14:17:01.5], S1 duration ∈ [0 s, 1023 s] → testable.
- **Alternative (pruning OFF):** the pair is internally inconsistent → **INDETERMINATE**.
I report the primary reading and mark confidence as low because the causal premise is unlogged.

**A9 — Mobile entry delay (T-406) — material assumption.** The 5-minute entry delay is *not* a clock error; it is a gap between occurrence and recording. I state both semantics and adopt (a) as primary:
- **(a) Occurrence-shift semantics (primary):** the user typed a value up to 5 min *after* the event, so the true occurrence may be **up to 300 s earlier** than the normalized record time. `IS ∈ [12:03:30, 12:19:30]`.
- **(b) Record-only semantics:** the delay affects only when the row was written; the typed value still denotes occurrence. `IS ∈ [12:08:30, 12:19:30]`.
This choice **changes the T-406 S2 verdict** (possible violation under (a), certain pass under (b)) and is the single most consequential interpretive decision in this dataset.

**A10 — Degraded synchronization (T-409).** With only an engineering estimate `[−12 min, +12 min]`, OPS-BER `18:04` yields `IS ∈ [15:52:00, 16:16:59.999]`, which starts *before* the HUB alert (16:00:00 ±1.5 s). Unpruned, S1 admits negative durations ⇒ **INDETERMINATE** (internally inconsistent). Under ordering pruning `IS ≥ Alert`, S1 ∈ [0 s, 1021.5 s] → POSSIBLE_VIOLATION. Both reported; INDETERMINATE is the headline because the offset evidence is explicitly non-diagnostic.

**A11 — Rule semantics.** S1–S3 are one-sided maxima (`d ≤ L`); the temporal profile is a two-sided band `[μ − ζσ, μ + ζσ]`. An interval wholly inside the acceptance region = CERTAIN_PASS; wholly outside = CERTAIN_VIOLATION; straddling = POSSIBLE_VIOLATION. SLA compliance and profile conformance are independent verdicts.

**A12 — Midpoints.** Midpoints are never substituted for intervals. They appear only in §5 as an explicitly lossy secondary comparison.

**A13 — Sensor completion semantics.** SENSOR emits *completion* events, which matches `Containment_Complete`; no lifecycle re-anchoring is needed. Had it been used for a start activity, it would be INDETERMINATE.

---

## 2. UTC Event-Time Intervals

All timestamps UTC, ISO-8601, `.999` = `.999999`-truncated minute ceiling.

| Case | Activity | Feasible UTC interval(s) | Source of uncertainty | Evidence strength | Notes |
|---|---|---|---|---|---|
| T-401 | Alert_Received | [2026-06-01T07:59:58.5, 2026-06-01T08:00:01.5] | ±0.5 s measurement + [−1,+1] s offset | High | HUB, ±3 s total envelope |
| T-401 | Investigation_Start | [2026-06-01T08:12:00.000, 2026-06-01T08:16:29.999] | minute floor + [−90,+120] s offset | Medium | 4.5-min wide; CEST |
| T-401 | Containment_Complete | [2026-06-01T08:51:00, 2026-06-01T08:51:20] | 10 s rounding + [−5,+5] s offset | High | completion semantics OK |
| T-401 | Close_Incident | [2026-06-02T08:59:58.5, 2026-06-02T09:00:01.5] | HUB | High | |
| T-402 | Alert_Received | [2026-06-01T08:59:58.5, 2026-06-01T09:00:01.5] | HUB | High | |
| T-402 | Investigation_Start | [2026-06-01T09:16:00.000, 2026-06-01T09:20:29.999] | minute floor + OPS-BER offset | Medium | |
| T-402 | Containment_Complete | [2026-06-01T10:01:58.5, 2026-06-01T10:02:01.5] | HUB | High | |
| T-403 | Alert_Received | [2026-06-01T07:57:00.000, 2026-06-01T08:03:59.999] | minute floor + [−180,+180] s offset | Low | 7-min wide; unsynchronized vendor |
| T-403 | Investigation_Start | [2026-06-01T08:15:58.5, 2026-06-01T08:16:01.5] | HUB | High | |
| T-403 | Containment_Complete | [2026-06-01T08:57:58.5, 2026-06-01T08:58:01.5] | HUB | High | |
| T-404 | Alert_Received | [2026-06-01T09:59:58.5, 2026-06-01T10:00:01.5] | HUB | High | |
| T-404 | Investigation_Start (inferred) | [2026-06-01T10:09:58.5, 2026-06-01T10:17:01.5] | IC interval ⊖ attested duration [18,25] min | Medium-low | reconstructed, not observed |
| T-404 | Investigation_Complete | [2026-06-01T10:34:58.5, 2026-06-01T10:35:01.5] | HUB | High | |
| T-404 | Containment_Complete | [2026-06-01T10:54:58.5, 2026-06-01T10:55:01.5] | HUB | High | |
| T-405 | Alert_Received | raw union: [2025-10-26T00:49:00, 00:51:59.999] ∪ [2025-10-26T01:49:00, 01:51:59.999] → **pruned: [00:49:00, 00:51:59.999]** | DST fold + minute floor + [−60,+60] s | Medium | fold-1 (CEST) forced by ordering |
| T-405 | Investigation_Start | raw union: [00:04:00, 00:06:59.999] ∪ [01:04:00, 01:06:59.999] → **pruned: [01:04:00, 01:06:59.999]** | same | Medium | fold-2 (CET) forced |
| T-405 | Containment_Complete | raw union: [00:41:00, 00:43:59.999] ∪ [01:41:00, 01:43:59.999] → **pruned: [01:41:00, 01:43:59.999]** | same | Medium | fold-2 forced |
| T-406 | Alert_Received | [2026-06-01T11:59:58.5, 2026-06-01T12:00:01.5] | HUB | High | |
| T-406 | Investigation_Start | **(a) [2026-06-01T12:03:30, 2026-06-01T12:19:30]** ; (b) [12:08:30, 12:19:30] | ±30 s rounding + [−300,+300] s offset + ≤300 s entry delay | Low | 16-min wide under (a); see A9 |
| T-406 | Containment_Complete | [2026-06-01T12:51:58.5, 2026-06-01T12:52:01.5] | HUB | High | |
| T-407 | Alert_Sent | [2026-06-01T13:59:58.5, 2026-06-01T14:00:01.5] | HUB | High | distinct activity from receipt |
| T-407 | Alert_Received (inferred) | unpruned [13:59:58.5, 14:20:01.5] → **pruned [13:59:58.5, 14:17:01.5]** | delivery latency [0,20] min; no ACK | Low | causal premise unlogged |
| T-407 | Investigation_Start | [2026-06-01T14:16:58.5, 2026-06-01T14:17:01.5] | HUB | High | |
| T-407 | Containment_Complete | [2026-06-01T14:54:58.5, 2026-06-01T14:55:01.5] | HUB | High | |
| T-408 | Alert_Received | [2026-06-01T14:59:58.5, 2026-06-01T15:00:01.5] | HUB | High | |
| T-408 | Investigation_Start | [2026-06-01T15:09:58.5, 2026-06-01T15:10:01.5] | HUB | High | |
| T-408 | Containment_Complete | [2026-06-01T16:04:58.5, 2026-06-01T16:05:01.5] | HUB | High | |
| T-408 | Close_Incident | [2026-06-03T06:29:58.5, 2026-06-03T06:30:01.5] | HUB | High | |
| T-409 | Alert_Received | [2026-06-01T15:59:58.5, 2026-06-01T16:00:01.5] | HUB | High | |
| T-409 | Investigation_Start | unpruned [2026-06-01T15:52:00.000, 2026-06-01T16:16:59.999] → pruned-by-ordering [15:59:58.5, 16:16:59.999] | minute floor + weak [−12,+12] min estimate | Very low | offset evidence non-diagnostic |
| T-409 | Containment_Complete | [2026-06-01T16:34:58.5, 2026-06-01T16:35:01.5] | HUB | High | |

---

## 3. Certain/Possible/Indeterminate Findings

Acceptance regions: **S1** `d ≤ 900 s`; **S2** `d ≤ 2700 s`; **S3** `d ≤ 129600 s`. Profile bands at **ζ=1** (baseline, ζ-sensitivity in §4):
`AR→IS [420, 780]`; `IS→CC [1500, 2700]`; `AR→CC [1980, 3420]`; `CC→CI [64800, 108000]`.

| Case | Rule / profile pair | Feasible duration interval(s) (s) | Acceptance region | Classification | Severity | Confidence | Rationale |
|---|---|---|---|---|---|---|---|
| T-401 | S1 AR→IS | [718.5, 991.5] | ≤900 | **POSSIBLE_VIOLATION** | Medium | Medium | Straddles 900 s; caused entirely by OPS-BER minute floor + +120 s offset bound |
| T-401 | S2 IS→CC | [2070.0, 2360.0] | ≤2700 | CERTAIN_PASS | — | High | Wholly below limit |
| T-401 | S3 CC→CI | [86918.5, 86941.5] | ≤129600 | CERTAIN_PASS | — | High | ~24.1 h |
| T-401 | Profile AR→IS | [718.5, 991.5] | [420,780] | POSSIBLE_VIOLATION | Low | Medium | Partial overlap at upper edge |
| T-401 | Profile IS→CC | [2070.0, 2360.0] | [1500,2700] | CERTAIN_PASS | — | High | Wholly inside |
| T-401 | Profile AR→CC | [3058.5, 3081.5] | [1980,3420] | CERTAIN_PASS | — | High | Wholly inside |
| T-401 | Profile CC→CI | [86918.5, 86941.5] | [64800,108000] | CERTAIN_PASS | — | High | Wholly inside |
| T-402 | S1 AR→IS | [958.5, 1231.5] | ≤900 | **CERTAIN_VIOLATION** | High | High | Entire interval above 900 s — no feasible reading complies |
| T-402 | S2 IS→CC | [2488.5, 2761.5] | ≤2700 | **POSSIBLE_VIOLATION** | Medium | Medium | Straddles 2700 s by 61.5 s |
| T-402 | Profile AR→IS | [958.5, 1231.5] | [420,780] | CERTAIN_VIOLATION (above band) | Medium | High | Wholly above |
| T-402 | Profile IS→CC | [2488.5, 2761.5] | [1500,2700] | POSSIBLE_VIOLATION | Low | Medium | Upper tail exceeds band |
| T-402 | Profile AR→CC | [3717.0, 3723.0] | [1980,3420] | CERTAIN_VIOLATION (above band) | Medium | High | Wholly above; HUB-only endpoints ⇒ robust |
| T-403 | S1 AR→IS | [718.5, 1141.5] | ≤900 | **POSSIBLE_VIOLATION** | Medium | Low | Vendor has no event-level sync; 7-min-wide alert interval dominates |
| T-403 | S2 IS→CC | [2517.0, 2523.0] | ≤2700 | CERTAIN_PASS | — | High | HUB-to-HUB, tight |
| T-403 | Profile AR→IS | [718.5, 1141.5] | [420,780] | POSSIBLE_VIOLATION | Low | Low | Partial overlap |
| T-403 | Profile IS→CC | [2517.0, 2523.0] | [1500,2700] | CERTAIN_PASS | — | High | Inside |
| T-403 | Profile AR→CC | [3238.5, 3661.5] | [1980,3420] | POSSIBLE_VIOLATION | Low | Low | Straddles upper bound |
| T-404 | S1 AR→IS(inferred) | [597.0, 1023.0] | ≤900 | **POSSIBLE_VIOLATION** | Medium | Medium | Width driven by 7-min attested-duration range |
| T-404 | S2 IS(inferred)→CC | [2277.0, 2703.0] | ≤2700 | **POSSIBLE_VIOLATION** | Low | Medium | Exceeds by ≤3 s in worst case — near-boundary artifact |
| T-404 | Profile AR→IS | [597.0, 1023.0] | [420,780] | POSSIBLE_VIOLATION | Low | Medium | Partial overlap |
| T-404 | Profile IS→CC | [2277.0, 2703.0] | [1500,2700] | POSSIBLE_VIOLATION | Low | Medium | Marginal upper breach |
| T-404 | Profile AR→CC | [3297.0, 3303.0] | [1980,3420] | CERTAIN_PASS | — | High | Independent of the inferred start — strongest T-404 evidence |
| T-405 | S1 AR→IS | [720.0, 1080.0] (fold-pruned) | ≤900 | **POSSIBLE_VIOLATION** | Medium | Medium | Only one fold combination is order-consistent; minute floor keeps 6-min spread |
| T-405 | S2 IS→CC | [2040.0, 2400.0] | ≤2700 | CERTAIN_PASS | — | Medium | Wholly below |
| T-405 | Profile AR→IS | [720.0, 1080.0] | [420,780] | POSSIBLE_VIOLATION | Low | Medium | Partial overlap |
| T-405 | Profile IS→CC | [2040.0, 2400.0] | [1500,2700] | CERTAIN_PASS | — | Medium | Inside |
| T-405 | Profile AR→CC | [2940.0, 3300.0] | [1980,3420] | CERTAIN_PASS | — | Medium | Inside |
| T-405 | S3 / CC→CI | no Close_Incident | — | **INDETERMINATE** | — | — | Event absent |
| T-406 | S1 AR→IS | (a) [208.5, 1171.5] ; (b) [508.5, 1171.5] | ≤900 | **POSSIBLE_VIOLATION** | Medium | Low | Widest interval in the log (±300 s clock + rounding + entry delay) |
| T-406 | S2 IS→CC | (a) [1948.5, 2911.5] ; (b) [1948.5, 2611.5] | ≤2700 | **(a) POSSIBLE_VIOLATION / (b) CERTAIN_PASS** | Medium | Low | **Verdict flips on the entry-delay semantics (A9)** |
| T-406 | Profile AR→IS | (a) [208.5, 1171.5] | [420,780] | POSSIBLE_VIOLATION | Low | Low | Straddles both band edges |
| T-406 | Profile IS→CC | (a) [1948.5, 2911.5] | [1500,2700] | POSSIBLE_VIOLATION | Low | Low | Under (b): CERTAIN_PASS |
| T-406 | Profile AR→CC | [3117.0, 3123.0] | [1980,3420] | CERTAIN_PASS | — | High | HUB-to-HUB; unaffected by mobile evidence |
| T-407 | S1 AR(inferred)→IS | [0.0, 1023.0] (causal pruning ON) | ≤900 | **POSSIBLE_VIOLATION** (INDETERMINATE if pruning OFF) | Medium | Low | Receipt never acknowledged; `Alert_Sent ≠ Alert_Received` |
| T-407 | S2 IS→CC | [2277.0, 2283.0] | ≤2700 | CERTAIN_PASS | — | High | Both HUB |
| T-407 | Profile AR→IS | [0.0, 1023.0] | [420,780] | POSSIBLE_VIOLATION | Low | Low | Straddles band on both sides |
| T-407 | Profile IS→CC | [2277.0, 2283.0] | [1500,2700] | CERTAIN_PASS | — | High | Inside |
| T-407 | Profile AR→CC | [2277.0, 3303.0] | [1980,3420] | CERTAIN_PASS | — | Medium | Inside despite receipt uncertainty |
| T-408 | S1 AR→IS | [597.0, 603.0] | ≤900 | CERTAIN_PASS | — | High | Tight |
| T-408 | S2 IS→CC | [3297.0, 3303.0] | ≤2700 | **CERTAIN_VIOLATION** | High | High | ~55 min vs 45-min limit; all-HUB evidence |
| T-408 | S3 CC→CI | [138297.0, 138303.0] | ≤129600 | **CERTAIN_VIOLATION** | High | High | ~38.4 h vs 36-h limit |
| T-408 | Profile AR→IS | [597.0, 603.0] | [420,780] | CERTAIN_PASS | — | High | Inside |
| T-408 | Profile IS→CC | [3297.0, 3303.0] | [1500,2700] | CERTAIN_VIOLATION (above) | Medium | High | Wholly above |
| T-408 | Profile AR→CC | [3897.0, 3903.0] | [1980,3420] | CERTAIN_VIOLATION (above) | Medium | High | Wholly above |
| T-408 | Profile CC→CI | [138297.0, 138303.0] | [64800,108000] | CERTAIN_VIOLATION (above) | Medium | High | Wholly above |
| T-409 | S1 AR→IS | unpruned [−481.5, 1021.5] (negative ⇒ inconsistent); pruned [0.0, 1021.5] | ≤900 | **INDETERMINATE** (POSSIBLE_VIOLATION under ordering pruning) | Medium | Very low | Offset evidence explicitly non-diagnostic for this hour |
| T-409 | S2 IS→CC | pruned [1078.5, 2103.0]; unpruned [1078.5, 2581.5] | ≤2700 | CERTAIN_PASS | — | Medium | Passes under both readings |
| T-409 | Profile AR→IS | [0.0, 1021.5] (pruned) | [420,780] | POSSIBLE_VIOLATION | Low | Very low | Straddles band both sides |
| T-409 | Profile IS→CC | [1078.5, 2103.0] | [1500,2700] | POSSIBLE_VIOLATION | Low | Low | Lower tail below band |
| T-409 | Profile AR→CC | [2097.0, 2103.0] | [1980,3420] | CERTAIN_PASS | — | High | HUB-to-HUB — the only trustworthy T-409 measurement |
| T-401/402/403/404/405/406/407/409 | S3 / CC→CI | Close_Incident absent (all except T-401, T-408) | — | **INDETERMINATE** | — | — | Not testable; absence of a close event is not evidence of compliance |

**Certain findings summary.** Only three CERTAIN_VIOLATIONs against the SLA exist: **T-402 S1**, **T-408 S2**, **T-408 S3**. Every other breach signal is *possible*, and every possible breach traces to a specific, fixable evidence defect.

---

## 4. Sensitivity Analysis

### 4.1 SLA tolerance (+0 / +2 / +5 min)

Effective limits: S1 900 / 1020 / 1200 s; S2 2700 / 2820 / 3000 s; S3 129600 / 129720 / 129900 s.
`CP` = CERTAIN_PASS, `PV` = POSSIBLE_VIOLATION, `CV` = CERTAIN_VIOLATION, `IND` = INDETERMINATE.

| Case · Rule | Duration (s) | +0 | +2 min | +5 min |
|---|---|---|---|---|
| T-401 · S1 | [718.5, 991.5] | PV | **CP** | CP |
| T-402 · S1 | [958.5, 1231.5] | **CV** | **PV** | **PV** |
| T-402 · S2 | [2488.5, 2761.5] | PV | **CP** | CP |
| T-403 · S1 | [718.5, 1141.5] | PV | PV | **CP** |
| T-404 · S1 | [597.0, 1023.0] | PV | PV | **CP** |
| T-404 · S2 | [2277.0, 2703.0] | PV | **CP** | CP |
| T-405 · S1 | [720.0, 1080.0] | PV | PV | **CP** |
| T-406 · S1 | (a) [208.5, 1171.5] | PV | PV | **CP** |
| T-406 · S2 | (a) [1948.5, 2911.5] | PV | PV | **CP** |
| T-406 · S2 | (b) [1948.5, 2611.5] | CP | CP | CP |
| T-407 · S1 | [0.0, 1023.0] | PV | PV | **CP** |
| T-408 · S1 | [597.0, 603.0] | CP | CP | CP |
| T-408 · S2 | [3297.0, 3303.0] | **CV** | **CV** | **CV** |
| T-408 · S3 | [138297, 138303] | **CV** | **CV** | **CV** |
| T-409 · S1 | [0.0, 1021.5] (pruned) | PV/IND | PV/IND | **CP** (pruned) / IND |
| T-401,403,405,407,409 · S2 | see §3 | CP | CP | CP |
| T-401 · S3 | [86918.5, 86941.5] | CP | CP | CP |

**Cases whose classification changes:**
- **T-402 S1** is the only *certain* S1 breach, and it survives only at zero tolerance. At +2 min it degrades to POSSIBLE — i.e. the certainty of this finding is an artifact of a strict limit, not of strong evidence. Any tolerance policy should be fixed *before* enforcement, not after seeing results.
- **T-401 S1** and **T-404 S2** clear completely at +2 min: their apparent risk is pure measurement width (OPS-BER minute floor; ±3 s HUB envelope against a 3-second overshoot). T-404 S2's 3-second worst-case overshoot is not operationally meaningful.
- **T-403, T-404 S1, T-405, T-406, T-407, T-409** all clear at +5 min. Every one of them is a *sync/evidence* problem, not a performance problem — a 5-minute tolerance is roughly the width of their worst timestamp uncertainty.
- **T-408** is immovable: both breaches (10-minute S2 overshoot, 2.4-hour S3 overshoot) exceed any plausible tolerance and rest on all-HUB evidence. **T-408 is the only case that should trigger enforcement on today's evidence.**

### 4.2 Temporal-profile ζ (1 / 2 / 3)

Bands: AR→IS `[600±180ζ]`, IS→CC `[2100±600ζ]`, AR→CC `[2700±720ζ]`, CC→CI `[86400±21600ζ]`.

| Case · Pair | Duration (s) | ζ=1 | ζ=2 | ζ=3 |
