## 1. Actor–Role–Delegation Matrix

Alias normalization: `u_bk` and `b.koch` are treated as one human (Ben Koch) before any SoD or authority check. No other aliases are defined. Service accounts (`svc_qms`) are not humans; they support conformance only when session evidence maps the action to an authorized human. Attribution is recorded as a manual judgment layer on top of the resource string (strong / weak / none).

| Human/identity | Aliases | Standing role | Delegated role | Effective interval | Scope | Principal-absence condition | Evidence strength | Key caveat |
|---|---|---|---|---|---|---|---|---|
| Asha Rao | u_as | QM (2026-01-01) | — | standing | all QM approvals | N/A (principal) | High for role; medium for Aug-13 act | On leave 2026-08-10–14; VPN 2026-08-13 09:15–09:40; credential sharing not excluded |
| Ben Koch | u_bk, b.koch | Quality Engineer (2025-01-01) | QM delegate via D-QM-01 | 2026-08-10 00:00–2026-08-14 23:59 UTC | production-equipment change controls only; no subdelegation | Asha absent/unavailable | Medium–High | PDF signed 2026-08-09 18:00 supports start; QMS DB row only 2026-08-12 09:15 (migration). Sick leave 2026-08-13 12:00–2026-08-14 23:59; account used while sick |
| Clara Stein | u_cs | Process Engineer (2025-01-01) | None valid | — | — | — | — | D-IC-04 purported IC subdelegation is void |
| Diego Martins | u_dm | Maintenance Lead; IC from 2026-07-01 | IC principal | standing IC from 2026-07-01 | emergency IC authority | N/A | High | Frequent implementer; workstation WS-DM-04 linked to weak svc_qms session |
| Eva Novak | u_en | Independent Verifier through 2026-08-11 23:59; Quality Engineer from 2026-08-12 | QM delegate via D-QM-02 | 2026-08-15 00:00–23:59 UTC | training-document changes only; principal absent | Asha must be absent | High for D-QM-02 record timing; absence on 08-15 unclear | Not QM by standing role; verifierQE cutover is event-time sensitive |
| Farid Lang | u_fl | Shift Supervisor | IC delegate via D-IC-03 | 2026-08-11 12:00–18:00 UTC | Cooling Incident CI-44 only; no subdelegation | Per instrument (incident-bound) | High (signed/registered before use) | Cannot subdelegate; D-IC-04 is prohibited |
| Grace Li | u_gl | Site Director | none | — | — | — | — | No standing QM authority |
| svc_qms | — | no human role | — | — | — | — | Case-specific | CHG-503: weak (Diego’s shared WS, badge room entry, no re-auth). CHG-509: strong (WS-IV-02, badge+FIDO Eva ~11:58) |

**Service-account attribution rule used below:** CHG-509 verify  attribute to Eva (strong). CHG-503 verify  unattributed human (weak Diego proximity only)  cannot clear RR2 or verifier fitness.

## 2. Rule Interpretation

**RR1 — Drafter/approver separation.** After alias normalization, the human behind `Draft_Change_Request` must  human behind `Approve_Change` on the same case. Violation is technical SoD failure regardless of risk.

**RR2 — Implementer/verifier separation.** After normalization and service-account attribution, human behind `Implement_Change` must  human behind `Verify_Implementation`. Unattributable service actions neither pass nor fail RR2 on identity grounds; they fail the control objective until mapped.

**RR3 — High-risk approval authority.** If `risk=HIGH` and path is non-emergency (or emergency approval is not under IC path), `Approve_Change` must be QM standing role or delegate under a delegation whose: (a) effective interval covers event timestamp; (b) scope covers case `scope`; (c) principal-absence/unavailability condition is met when the instrument requires it; (d) no prohibited subdelegation chain. Event-time roles only—not current HR master.

**RR4 — Emergency substitution.** If `emergency=true` and HIGH, implementation may follow approval by IC or valid IC delegate; then QM or valid QM delegate must perform `Retrospective_QM_Review` within two business days of the emergency approval (or first emergency implement, conservatively the approval timestamp). Exception holds only if emergency flag and safety rationale are credible. Scope of QM delegation still binds the retrospective.

**Business days (RR4):** Site calendar: 2026-08-15–16 weekend; no holidays in range. Business days = Mon–Fri excluding holidays. “Within two business days” = review timestamp  end of the second business day after the calendar date of the triggering emergency approval. Example: approval Tue 2026-08-11  BD1=Wed 12, BD2=Thu 13  deadline 2026-08-13 23:59:59 UTC. Fri 2026-08-14 is late.

**RR5 — Identity evidence.** `svc_qms` is never a human. Conformance credit requires reliable session mapping (badge+token+dedicated station stronger than shared WS+room badge). Aliases of one human merged before SoD.

**RR6 — Suspicion vs proof.** Repeated pairs, reciprocity, shared WS, concentrated handovers = indicators only; not collusion proof without independent corroboration.

**Principal acting while on leave:** Leave does not strip standing QM authority. Asha may validly approve while on leave if it is actually Asha. Leave is evidence for delegate “principal absent” conditions and for risk of credential sharing when remote/VPN use appears. Delegate on certified sick leave is treated as unavailable; actions on their account during sick leave are adverse identity indicators, not automatic proof of their personal act.

**Later database entry vs earlier delegation:** A QMS row created after the start of a claimed interval does not by itself prove the delegation existed at earlier timestamps. Contemporaneous signed PDF (D-QM-01, 2026-08-09 18:00) can prove earlier effectiveness; the delayed DB insert is a data-quality defect, not automatic invalidation, but weakens system-of-record reliance. Controlled DB record created before interval (D-QM-02) is strong.

## 3. Case Findings

| Case | Apparent violation | Identity resolution | Event-time authority | Delegation analysis | SoD analysis | Classification | Severity | Confidence | Alternative explanation | Missing evidence |
|---|---|---|---|---|---|---|---|---|---|---|
| CHG-501 | HIGH approve by non-QM Ben | u_bk=Ben | Ben QE; Asha QM on leave | D-QM-01 covers 2026-08-11, scope production-equipment, Asha absent, no subdelegation; PDF pre-dates event | RR1 OK (ClaraBen); RR2 OK (DiegoEva); Eva still Independent Verifier | VALID_SUBSTITUTION | Low (control held) | High | None material | None critical; DB lag is documentary noise |
| CHG-502 | Clara drafted and approved | u_cs=Clara | LOW; no RR3 | N/A | RR1 FAIL same human; RR2 OK | UNAUTHORIZED | Medium | High | Workflow mis-click / proxy typing | Intent, screen audit, whether dual control UI was bypassed |
| CHG-503 | HIGH Ben approve; verify by svc_qms | Approve=Ben; verify unattributed | Ben via D-QM-01 at 11:30 on 08-12 (PDF supports; DB inserted 09:15 same day) | D-QM-01 OK for approve (interval/scope/absence) | RR1 OK; RR2 indeterminate—implement Diego vs unknown verifier; Diego-proximate shared WS conflict risk | DATA_OR_IDENTITY_PROBLEM (+ secondary SUSPICIOUS_PATTERN on verify) | High | Medium | Diego or another verified via shared svc session; migration-era svc use | Individual re-auth, CCTV, svc action audit trail, named human binding |
| CHG-504 | QM approve while Asha on leave / VPN | u_as; VPN session overlaps 09:22 | Asha standing QM—authority sufficient if authentic | No delegate needed | RR1/RR2 OK; Eva now QE (still  Diego) | INDETERMINATE (secondary AUTHORIZED if identity accepted) | Medium–High | Low–Medium | Asha truly handled urgent case; vs shared QM credentials | MFA binding, device posture, Asha attestation vs security forensic on VPN endpoint |
| CHG-505 | Emergency IC path + retrospective timing/scope/sick-leave | Farid=IC delegate; Ben on sick leave at retrospective | Farid under D-IC-03 13:00 in [12:00–18:00] CI-44/cooling; Diego IC implement OK | D-IC-03 OK for approve if CI-44 linkage credible; D-QM-01 scope is production-equipment—not cooling_system—so Ben retrospective out of scope; Ben sick 08-14 | RR1 OK; RR2 OK | UNAUTHORIZED (retrospective authority/timing) with VALID_SUBSTITUTION on IC approve only if CI-44 tied | High | Medium–High | CI-44 scope match; “2 BD” counted inclusively differently; someone used Ben’s account for late review | Formal CI-44CHG-505 link, safety rationale packet, who used u_bk on 08-14, QM standing review absence |
| CHG-506 | HIGH approve by Ben during sick leave; Ben denies | u_bk used; attribution disputed | D-QM-01 nominally in force; delegate certified sick from 12:00; event 13:00 office IP | Interval/scope/Asha absence OK on paper; availability of delegate and authenticity fail practical control | RR1/RR2 OK on face | UNAUTHORIZED (identity/credentials) or INDETERMINATE | Critical | Medium | Ben approved then went sick; coworker used his unlocked session; malicious use | Endpoint logs, badge at desk, camera, Ben contemporaneous denial chain, password/token audit |
| CHG-507 | HIGH approve by Eva without QM role | u_en=Eva Independent Verifier 08-09 | Eva not QM; Grace not QM | No D-QM-* on 08-09; D-QM-02 irrelevant | RR1 OK; RR2 OK (DiegoGrace) | UNAUTHORIZED | High | High | Mis-tagged risk; informal verbal QM OK not recorded | Risk classification evidence, any lost delegation, why Site Director verified |
| CHG-508 | Draft b.koch / approve u_bk | Both Ben after normalization | LOW training | N/A | RR1 FAIL (same human); RR2 OK | UNAUTHORIZED (SoD) / DATA_OR_IDENTITY_PROBLEM if aliases unchecked | Medium | High | Two people shared Ben’s IDs (contradicts alias map); test data | Why two IDs used minutes apart; UI enforcing same-person block |
| CHG-509 | HIGH Eva approve; svc verify | Approve Eva; verifyEva strong FIDO/badge | D-QM-02 training-doc 08-15; Asha leave ended 08-14; weekend absence not evidenced | Scope OK (training_document); principal-absence condition **not met on evidence** (leave window ended; no unavailability record 08-15) | RR1 OK; RR2 OK if verify=Eva  Clara implement | UNAUTHORIZED (absence condition) or INDETERMINATE | Medium–High | Medium | Weekend = de facto absent; Asha travel not logged | Asha availability 08-15, on-call roster, why HIGH training change on weekend |
| CHG-510 | Clara emergency approve via void subdelegation; Clara draft+approve | u_cs | Farid valid IC delegate but D-IC-03 bans subdelegation; D-IC-04 email-only void | D-IC-04 invalid; Clara no IC/QM authority | RR1 FAIL; RR2 OK; retrospective Ben 08-12 timely on clock but D-QM-01 scope  cooling_system | UNAUTHORIZED | Critical | High | Misread permission to “extend” IC chain under incident pressure | Incident command log, any emergency doctrine overriding subdelegation ban (none on file) |

## 4. Collusion and Alternative-Explanation Analysis

**Repeated Clara-draft / Ben-approve (18/23 HIGH production in 60 days)**  
- Benign: Same production cell, Ben is natural technical approver under standing cell design; Asha bottleneck; D-QM-01 week amplifies pattern.  
- Adverse: Soft collusion / rubber-stamping; engineered bypass of independent QM challenge.  
- Discriminators: Content quality of Ben’s approval comments; reject/rework rates; whether Asha samples were harder; pair-rotation policy; independent technical peer review sample.

**Reciprocal Ben-draft / Clara-approve on LOW training**  
- Benign: Workload smoothing on low-risk docs; cross-training.  
- Adverse: Reciprocal favor exchange normalizing SoD erosion (see CHG-508 same-person extreme).  
- Discriminators: Whether LOW approvals are substantive; HR gift/conflict filings; message collusion; compare to CHG-508 alias SoD break.

**Shared workstation WS-DM-04 + svc_qms (CHG-503)**  
- Benign: Shared shop-floor kiosk, Diego present, verifier borrowed station under time pressure.  
- Adverse: Implementer effectively self-verified via service account.  
- Discriminators: svc_qms command/accounting logs, forced re-auth, CCTV, badge-out of other verifiers.

**Asha VPN while on leave (CHG-504)**  
- Benign: Principal heroically cleared one urgent HIGH case.  
- Adverse: Credential sharing with delegate/cell; fabricated “Asha” approval.  
- Discriminators: VPN MFA device ownership, keystroke/session behavior, Asha’s case narrative detail only she would know, parallel Ben activity.

**Ben account during sick leave (CHG-506 approve; CHG-505 retrospective on 08-14)**  
- Benign: Administrative delay in sick-leave system; Ben worked ill once; clock skew.  
- Adverse: Continued use of Ben’s QM-delegate power by others while he is unavailable—classic control failure.  
- Discriminators: Physical access logs vs home, token geolocation, Ben’s out-of-band confirmation timestamps, which cases he claims.

**D-IC-04 subdelegation to Clara (CHG-510)**  
- Benign: Good-faith incident improvisation under CI-44 stress.  
- Adverse: Knowing circumvention of no-subdelegation rule to let drafter self-approve emergency.  
- Discriminators: Training records on delegation rules; prior IC incidents; whether Farid was reachable; contemporaneous chat.

**RR6 stance:** Patterns elevate audit priority; they do not alone prove collusion. CHG-506 + CHG-510 + CHG-503 identity gaps are stronger misconduct/control-break leads than pair frequency alone.

## 5. PM4Py and pandas Checking Code

```python
# Executable conformance-support script (no external files).
# Service-account attribution is NOT auto-decided here: we attach evidence
# flags; human judgments (strong/weak/none) remain manual in findings.
import io
import pandas as pd
import numpy as np
import pm4py
from pandas import Interval

CSV = """case:concept:name,concept:name,time:timestamp,org:resource,risk,scope,emergency
CHG-501,Draft_Change_Request,2026-08-11T08:00:00Z,u_cs,HIGH,production_equipment,false
CHG-501,Approve_Change,2026-08-11T09:00:00Z,u_bk,HIGH,production_equipment,false
CHG-501,Implement_Change,2026-08-11T10:00:00Z,u_dm,HIGH,production_equipment,false
CHG-501,Verify_Implementation,2026-08-11T11:00:00Z,u_en,HIGH,production_equipment,false
CHG-501,Close_Change,2026-08-11T12:00:00Z,u_cs,HIGH,production_equipment,false
CHG-502,Draft_Change_Request,2026-08-12T08:00:00Z,u_cs,LOW,production_equipment,false
CHG-502,Approve_Change,2026-08-12T08:30:00Z,u_cs,LOW,production_equipment,false
CHG-502,Implement_Change,2026-08-12T09:00:00Z,u_dm,LOW,production_equipment,false
CHG-502,Verify_Implementation,2026-08-12T10:00:00Z,u_en,LOW,production_equipment,false
CHG-503,Draft_Change_Request,2026-08-12T11:00:00Z,u_cs,HIGH,production_equipment,false
CHG-503,Approve_Change,2026-08-12T11:30:00Z,u_bk,HIGH,production_equipment,false
CHG-503,Implement_Change,2026-08-12T12:00:00Z,u_dm,HIGH,production_equipment,false
CHG-503,Verify_Implementation,2026-08-12T12:30:00Z,svc_qms,HIGH,production_equipment,false
CHG-504,Draft_Change_Request,2026-08-13T08:30:00Z,u_cs,HIGH,production_equipment,false
CHG-504,Approve_Change,2026-08-13T09:22:00Z,u_as,HIGH,production_equipment,false
CHG-504,Implement_Change,2026-08-13T10:00:00Z,u_dm,HIGH,production_equipment,false
CHG-504,Verify_Implementation,2026-08-13T11:00:00Z,u_en,HIGH,production_equipment,false
CHG-505,Draft_Change_Request,2026-08-11T12:20:00Z,u_cs,HIGH,cooling_system,true
CHG-505,Approve_Change,2026-08-11T13:00:00Z,u_fl,HIGH,cooling_system,true
CHG-505,Implement_Change,2026-08-11T13:10:00Z,u_dm,HIGH,cooling_system,true
CHG-505,Verify_Implementation,2026-08-11T15:00:00Z,u_en,HIGH,cooling_system,true
CHG-505,Retrospective_QM_Review,2026-08-14T16:00:00Z,u_bk,HIGH,cooling_system,true
CHG-506,Draft_Change_Request,2026-08-13T10:00:00Z,u_cs,HIGH,production_equipment,false
CHG-506,Approve_Change,2026-08-13T13:00:00Z,u_bk,HIGH,production_equipment,false
CHG-506,Implement_Change,2026-08-13T14:00:00Z,u_dm,HIGH,production_equipment,false
CHG-506,Verify_Implementation,2026-08-13T15:00:00Z,u_en,HIGH,production_equipment,false
CHG-507,Draft_Change_Request,2026-08-09T08:00:00Z,u_cs,HIGH,production_equipment,false
CHG-507,Approve_Change,2026-08-09T09:00:00Z,u_en,HIGH,production_equipment,false
CHG-507,Implement_Change,2026-08-09T10:00:00Z,u_dm,HIGH,production_equipment,false
CHG-507,Verify_Implementation,2026-08-09T11:00:00Z,u_gl,HIGH,production_equipment,false
CHG-508,Draft_Change_Request,2026-08-12T14:00:00Z,b.koch,LOW,training_document,false
CHG-508,Approve_Change,2026-08-12T14:30:00Z,u_bk,LOW,training_document,false
CHG-508,Implement_Change,2026-08-12T15:00:00Z,u_cs,LOW,training_document,false
CHG-508,Verify_Implementation,2026-08-12T15:30:00Z,u_en,LOW,training_document,false
CHG-509,Draft_Change_Request,2026-08-15T09:00:00Z,u_cs,HIGH,training_document,false
CHG-509,Approve_Change,2026-08-15T10:00:00Z,u_en,HIGH,training_document,false
CHG-509,Implement_Change,2026-08-15T11:00:00Z,u_cs,HIGH,training_document,false
CHG-509,Verify_Implementation,2026-08-15T12:00:00Z,svc_qms,HIGH,training_document,false
CHG-510,Draft_Change_Request,2026-08-11T14:10:00Z,u_cs,HIGH,cooling_system,true
CHG-510,Approve_Change,2026-08-11T14:20:00Z,u_cs,HIGH,cooling_system,true
CHG-510,Implement_Change,2026-08-11T14:30:00Z,u_dm,HIGH,cooling_system,true
CHG-510,Verify_Implementation,2026-08-11T15:30:00Z,u_en,HIGH,cooling_system,true
CHG-510,Retrospective_QM_Review,2026-08-12T10:00:00Z,u_bk,HIGH,cooling_system,true
"""

df = pd.read_csv(io.StringIO(CSV))
df["time:timestamp"] = pd.to_datetime(df["time:timestamp"], utc=True)
df["emergency"] = df["emergency"].astype(str).str.lower().map({"true": True, "false": False})

# Alias normalization BEFORE SoD
ALIAS = {"b.koch": "u_bk", "u_bk": "u_bk", "u_as": "u_as", "u_cs": "u_cs",
         "u_dm": "u_dm", "u_en": "u_en", "u_fl": "u_fl", "u_gl": "u_gl",
         "svc_qms": "svc_qms"}
df["org:resource_raw"] = df["org:resource"]
df["org:resource"] = df["org:resource"].map(lambda x: ALIAS.get(x, x))
df["human_id"] = df["org:resource"].replace({"svc_qms": np.nan})  # service  human

# Manual attribution layer (not proof—flags only)
# CHG-509: strong Eva; CHG-503: weak/none
SVC_ATTR = {
    ("CHG-503", "Verify_Implementation"): {"attr_human": None, "strength": "weak_diego_proximity"},
    ("CHG-509", "Verify_Implementation"): {"attr_human": "u_en", "strength": "strong_badge_fido"},
}
def attribute_row(r):
    key = (r["case:concept:name"], r["concept:name"])
    if r["org:resource_raw"] != "svc_qms":
        return pd.Series({"attr_human": r["org:resource"], "attr_strength": "direct"})
    meta = SVC_ATTR.get(key, {"attr_human": None, "strength": "none"})
    return pd.Series({"attr_human": meta["attr_human"], "attr_strength": meta["strength"]})
df = pd.concat([df, df.apply(attribute_row, axis=1)], axis=1)

df = pm4py.format_dataframe(
    df, case_id="case:concept:name", activity_key="concept:name",
    timestamp_key="time:timestamp", timest_format="ISO8601"
)

# Four-eyes via pm4py (resources already alias-normalized)
# Note: svc_qms still in org:resource — filter may treat it as a resource id.
sod_draft_approve = pm4py.filter_four_eyes_principle(
    df, "Draft_Change_Request", "Approve_Change"
)
# Cases that VIOLATE four-eyes = those NOT entirely in compliant filter depending on version;
# compute explicit violation set with pandas for clarity:
def sod_violations(frame, a1, a2, resource_col="org:resource"):
    p = frame[frame["concept:name"] == a1][["case:concept:name", resource_col]].rename(columns={resource_col: "r1"})
    q = frame[frame["concept:name"] == a2][["case:concept:name", resource_col]].rename(columns={resource_col: "r2"})
    m = p.merge(q, on="case:concept:name")
    m["violate"] = m["r1"] == m["r2"]
    return m

# SoD on raw normalized ids (will flag CHG-508 Ben/Ben; CHG-502 Clara/Clara; CHG-510 Clara/Clara)
v_rr1 = sod_violations(df, "Draft_Change_Request", "Approve_Change", "org:resource")
# RR2 using attributed humans where possible
df_rr2 = df.copy()
df_rr2["sod_resource"] = df_rr2["attr_human"].fillna(df_rr2["org:resource"])
v_rr2 = sod_violations(df_rr2, "Implement_Change", "Verify_Implementation", "sod_resource")
v_rr2_unattr = df[(df["concept:name"]=="Verify_Implementation") & (df["attr_human"].isna())]

print("=== RR1 SoD (draft vs approve) ===")
print(v_rr1.to_string(index=False))
print("\n=== RR2 SoD (implement vs verify, attributed) ===")
print(v_rr2.to_string(index=False))
print("\nUnattributed verifies:", v_rr2_unattr[["case:concept:name","org:resource_raw","attr_strength"]].to_string(index=False))

# pm4py four-eyes filtered logs (supportive)
try:
    fa = pm4py.filter_four_eyes_principle(df, "Draft_Change_Request", "Approve_Change")
    print("\npm4py four-eyes draft/approve remaining cases:", fa["case:concept:name"].nunique() if len(fa) else 0)
except Exception as e:
    print("pm4py four-eyes note:", e)

# Role & delegation validity at approval-like events (pandas intervals)
# Standing roles as intervals
roles = [
    ("u_as", "QM", pd.Timestamp("2026-01-01", tz="UTC"), pd.Timestamp("2099-01-01", tz="UTC")),
    ("u_bk", "QE", pd.Timestamp("2025-01-01", tz="UTC"), pd.Timestamp("2099-01-01", tz="UTC")),
    ("u_cs", "PE", pd.Timestamp("2025-01-01", tz="UTC"), pd.Timestamp("2099-01-01", tz="UTC")),
    ("u_dm", "ML", pd.Timestamp("2025-01-01", tz="UTC"), pd.Timestamp("2099-01-01", tz="UTC")),
    ("u_dm", "IC", pd.Timestamp("2026-07-01", tz="UTC"), pd.Timestamp("2099-01-01", tz="UTC")),
    ("u_en", "IV", pd.Timestamp("2025-01-01", tz="UTC"), pd.Timestamp("2026-08-11 23:59:59", tz="UTC")),
    ("u_en", "QE", pd.Timestamp("2026-08-12", tz="UTC"), pd.Timestamp("2099-01-01", tz="UTC")),
    ("u_fl", "SS", pd.Timestamp("2025-01-01", tz="UTC"), pd.Timestamp("2099-01-01", tz="UTC")),
    ("u_gl", "SD", pd.Timestamp("2025-01-01", tz="UTC"), pd.Timestamp("2099-01-01", tz="UTC")),
]
role_df = pd.DataFrame(roles, columns=["human","role","start","end"])

delegations = pd.DataFrame([
    dict(id="D-QM-01", principal="u_as", delegate="u_bk",
         start=pd.Timestamp("2026-08-10", tz="UTC"),
         end=pd.Timestamp("2026-08-14 23:59:59", tz="UTC"),
         scope="production_equipment", kind="QM",
         require_absent=True, allow_sub=False,
         evidence="pdf_2026-08-09; db_late_2026-08-12"),
    dict(id="D-QM-02", principal="u_as", delegate="u_en",
         start=pd.Timestamp("2026-08-15", tz="UTC"),
         end=pd.Timestamp("2026-08-15 23:59:59", tz="UTC"),
         scope="training_document", kind="QM",
         require_absent=True, allow_sub=False,
         evidence="db_before_interval"),
    dict(id="D-IC-03", principal="u_dm", delegate="u_fl",
         start=pd.Timestamp("2026-08-11 12:00:00", tz="UTC"),
         end=pd.Timestamp("2026-08-11 18:00:00", tz="UTC"),
         scope="cooling_system", kind="IC",  # CI-44 binding = manual
         require_absent=False, allow_sub=False,
         evidence="signed_registered"),
    dict(id="D-IC-04", principal="u_fl", delegate="u_cs",
         start=pd.Timestamp("2026-08-11 14:00:00", tz="UTC"),
         end=pd.Timestamp("2026-08-11 16:00:00", tz="UTC"),
         scope="cooling_system", kind="IC",
         require_absent=False, allow_sub=True,
         evidence="email_only_void_subdelegation"),
])

asha_leave = (pd.Timestamp("2026-08-10", tz="UTC"), pd.Timestamp("2026-08-14 23:59:59", tz="UTC"))
ben_sick = (pd.Timestamp("2026-08-13 12:00:00", tz="UTC"), pd.Timestamp("2026-08-14 23:59:59", tz="UTC"))

def in_iv(ts, start, end):
    return start <= ts <= end

def business_deadline(start_ts, n=2):
    """End of nth business day after start_ts.date (weekends off; no holidays)."""
    d = start_ts.normalize() + pd.Timedelta(days=1)
    added = 0
    while added < n:
        if d.weekday() < 5:
            added += 1
            if added == n:
                break
        d += pd.Timedelta(days=1)
    return d + pd.Timedelta(hours=23, minutes=59, seconds=59)

approvals = df[df["concept:name"].isin(
    ["Approve_Change", "Retrospective_QM_Review"])].copy()

rows = []
for _, e in approvals.iterrows():
    ts, hum, case = e["time:timestamp"], e["org:resource"], e["case:concept:name"]
    risk, scope, emerg = e["risk"], e["scope"], e["emergency"]
    standing = role_df[(role_df.human == hum) & (role_df.start <= ts) & (role_df.end >= ts)]["role"].tolist()
    flags = []
    if hum == "svc_qms":
        flags.append("service_account_not_human")
    if hum == "u_as" and in_iv(ts, *asha_leave):
        flags.append("principal_on_leave_vpn_identity_risk")
    if hum == "u_bk" and in_iv(ts, *ben_sick):
        flags.append("delegate_account_during_sick_leave")
    # QM path
    qm_ok = "QM" in standing
    qm_del = []
    for _, d in delegations[delegations.kind == "QM"].iterrows():
        if d.delegate != hum:
            continue
        if not in_iv(ts, d.start, d.end):
            continue
